SAL,SAL 2021 Name,POA 2021 Code
22119,Prairie (Vic.),3572
22120,Pranjip,3666
22121,Preston (Vic.),3072
22122,Princes Hill,3054
22123,Princetown,3269
22124,Puckapunyal,3662
22125,Pura Pura,3271
22126,Purdeet,3289
22127,Purnim,3278
22128,Purnim West,3278
22129,Pyalong,3521
22130,Pyramid Hill,3575
22131,Quambatook,3540
22132,Quandong,3030
22133,Quantong,3401
22134,Quarry Hill,3550
22135,Queenscliff (Vic.),3225
22136,Raglan (Vic.),3373
22137,Rainbow,3424
22138,Ranceby,3951
22139,Rathscar,3465
22140,Rathscar West,3465
22141,Ravenhall,3023
22142,Ravenswood (Vic.),3453
22143,Ravenswood South,3453
22144,Rawson,3825
22145,Raymond Island,3880
22146,Raywood,3570
22147,Red Cliffs,3496
22148,Red Hill (Vic.),3937
22149,Red Hill South,3937
22150,Red Lion,3371
22151,Redan,3350
22152,Redbank (Vic.),3477
22153,Redcastle,3523
22154,Redesdale,3444
22155,Reedy Creek (Vic.),3658
22156,Reedy Dam,3395
22157,Reedy Flat,3895
22158,Reedy Lake,3579
22159,Reefton (Vic.),3799
22160,Research,3095
22161,Reservoir (Vic.),3073
22162,Reynard,3858
22163,Rheola,3517
22164,Rhyll,3923
22165,Rhymney,3377
22166,Riachella,3385
22167,Rich Avon,3480
22168,Rich Avon East,3480
22169,Rich Avon West,3480
22170,Richmond (Vic.),3121
22171,Richmond Plains,3518
22172,Riddells Creek,3431
22173,Riggs Creek,3666
22174,Ringwood (Vic.),3134
22175,Ringwood East,3135
22176,Ringwood North,3134
22177,Ripplebrook,3818
22178,Rippleside,3215
22179,Ripponlea,3185
22180,Riverside (Vic.),3401
22181,Riverslea,3860
22182,Robertsons Beach,3971
22183,Robinvale,3549
22184,Rochester (Vic.),3561
22185,Rochford,3442
22186,Rockbank,3335
22187,Rocklands,3401
22188,Rocklyn,3364
22189,Rocky Point (Vic.),3377
22190,Rokeby (Vic.),3821
22191,Rokewood,3330
22192,Rokewood Junction,3351
22193,Romsey,3434
22194,Rosanna,3084
22195,Rose River,3678
22196,Rosebery (Vic.),3395
22197,Rosebrook (Vic.),3285
22198,Rosebud,3939
22199,Rosedale (Vic.),3847
22200,Roses Gap,3385
22201,Rosewhite,3737
22202,Roslynmead,3564
22203,Ross Creek (Vic.),3351
22204,Rossbridge,3377
22205,Rostron,3477
22206,Rowsley,3340
22207,Rowville,3178
22208,Roxburgh Park,3064
22209,Rubicon,3712
22210,Ruby,3953
22211,Ruffy,3666
22212,Running Creek (Vic.),3691
22213,Runnymede (Vic.),3558
22214,Rupanyup,3388
22215,Rushworth,3612
22216,Russells Bridge,3331
22217,Rutherglen,3685
22218,Ryans,3875
22219,Ryanston,3992
22220,Rye,3941
22221,Rythdale,3810
22222,Safety Beach (Vic.),3936
22223,Sailors Falls,3461
22224,Sailors Gully,3556
22225,Sailors Hill,3461
22226,Sale,3850
22227,Salisbury West,3517
22228,Samaria,3673
22229,San Remo (Vic.),3925
22230,Sandford (Vic.),3312
22231,Sandhill Lake,3579
22232,Sandhurst,3977
22233,Sandon (Vic.),3462
22234,Sandringham (Vic.),3191
22235,Sandy Creek (Vic.),3695
22236,Sandy Point (Vic.),3959
22237,Sargood,3858
22238,Sarsfield,3875
22239,Sassafras (Vic.),3787
22240,Sawmill Settlement,3723
22241,Scarsdale,3351
22242,Scoresby,3179
22243,Scotchmans Lead,3352
22244,Scotsburn,3352
22245,Scotts Creek (Vic.),3267
22246,Sea Lake,3533
22247,Seabrook,3028
22248,Seacombe,3851
22249,Seaford (Vic.),3198
22250,Seaholme,3018
22251,Seaspray,3851
22252,Seaton (Vic.),3858
22253,Seaview,3821
22254,Sebastian,3556
22255,Sebastopol (Vic.),3356
22256,Seddon (Vic.),3011
22257,Sedgwick,3551
22258,Selby,3159
22259,Selwyn (Vic.),3737
22260,Separation Creek,3234
22261,Serpentine (Vic.),3517
22262,Serviceton,3420
22263,Seville,3139
22264,Seville East,3139
22265,Seymour (Vic.),3660
22266,Shady Creek,3821
22267,Shays Flat,3377
22268,She Oaks,3331
22269,Sheans Creek,3666
22270,Sheep Hills,3392
22271,Shelbourne,3515
22272,Shelford,3329
22273,Shelley (Vic.),3701
22274,Shepherds Flat,3461
22275,Shepparton,3630
22276,Shepparton East,3631
22277,Shepparton North,3631
22278,Sherbrooke,3789
22279,Shoreham,3916
22280,Sidonia,3444
22281,Silvan,3795
22282,Silverleaves,3922
22283,Simpson (Vic.),3266
22284,Simpsons Creek,3888
22285,Simson,3465
22286,Skenes Creek,3233
22287,Skenes Creek North,3233
22288,Skibo,3260
22289,Skinners Flat,3518
22290,Skipton,3361
22291,Skye (Vic.),3977
22292,Slaty Creek,3477
22293,Smeaton,3364
22294,Smiths Beach,3922
22295,Smiths Gully,3760
22296,Smokeytown,3364
22297,Smoko,3741
22298,Smythes Creek,3351
22299,Smythesdale,3351
22300,Snake Island,3971
22301,Snake Valley,3351
22302,Soldiers Hill (Vic.),3350
22303,Somers,3927
22304,Somerton (Vic.),3062
22305,Somerville (Vic.),3912
22306,Sorrento (Vic.),3943
22307,South Dudley,3995
22308,South Geelong,3220
22309,South Kingsville,3015
22310,South Melbourne,3205
22311,South Morang,3752
22312,South Purrumbete,3260
22313,South Wharf,3006
22314,South Yarra,3141
22315,Southbank,3006
22316,Southern Cross (Vic.),3283
22317,Spargo Creek,3461
22318,Speed,3488
22319,Spotswood,3015
22320,Spring Gully (Vic.),3550
22321,Spring Hill (Vic.),3444
22322,Springbank,3352
22323,Springdallah,3351
22324,Springfield (Buloke - Vic.),3544
22325,Springfield (Macedon Ranges - Vic.),3434
22326,Springhurst,3682
22327,Springmount,3364
22328,Springvale (Vic.),3171
22329,Springvale South,3172
22330,St Albans (Vic.),3021
22331,St Albans Park,3219
22332,St Andrews (Vic.),3761
22333,St Andrews Beach,3941
22334,St Arnaud,3478
22335,St Arnaud East,3477
22336,St Arnaud North,3477
22337,St Clair (Vic.),3995
22338,St Germains,3620
22339,St Helena,3088
22340,St Helens (Vic.),3285
22341,St Helens Plains,3401
22342,St James (Vic.),3727
22343,St Kilda (Vic.),3182
22344,St Kilda East,3183
22345,St Kilda West,3182
22346,St Leonards (Vic.),3223
22347,Staceys Bridge,3971
22348,Staffordshire Reef,3351
22349,Staghorn Flat,3691
22350,Stanhope (Vic.),3623
22351,Stanley (Vic.),3747
22352,Staughton Vale,3340
22353,Stavely,3379
22354,Stawell,3380
22355,Steels Creek,3775
22356,Steiglitz (Vic.),3331
22357,Stewarton (Vic.),3725
22358,Stirling (Vic.),3893
22359,Stockdale,3862
22360,Stockyard Hill,3373
22361,Stonehaven,3218
22362,Stoneleigh (Vic.),3373
22363,Stony Creek (Central Goldfields - Vic.),3371
22364,Stony Creek (South Gippsland - Vic.),3957
22365,Stonyford,3260
22366,Stradbroke,3851
22367,Strangways,3461
22368,Straten,3533
22369,Stratford (Vic.),3862
22370,Strath Creek,3658
22371,Strathallan,3622
22372,Strathbogie,3666
22373,Strathdale,3550
22374,Strathdownie,3312
22375,Strathewen,3099
22376,Strathfieldsaye,3551
22377,Strathkellar,3301
22378,Strathlea,3364
22379,Strathmerton,3641
22380,Strathmore (Vic.),3041
22381,Strathmore Heights,3041
22382,Strathtulloh,3338
22383,Streatham,3351
22384,Strzelecki (Vic.),3950
22385,Stuart Mill,3477
22386,Sugarloaf (Vic.),3234
22387,Sugarloaf Creek,3658
22388,Suggan Buggan,3885
22389,Sulky,3352
22390,Summerlands,3922
22391,Sunbury,3429
22392,Sunday Creek,3658
22393,Sunderland Bay,3922
22394,Sunset Strip (Vic.),3922
22395,Sunshine (Vic.),3020
22396,Sunshine North,3020
22397,Sunshine West,3020
22398,Surf Beach (Vic.),3922
22399,Surrey Hills,3127
22400,Sutherland (Vic.),3477
22401,Sutherlands Creek,3331
22402,Sutton (Vic.),3530
22403,Sutton Grange,3448
22404,Swan Bay (Vic.),3225
22405,Swan Hill,3585
22406,Swan Hill West,3585
22407,Swan Island,3225
22408,Swan Marsh,3249
22409,Swan Reach (Vic.),3903
22410,Swanpool,3673
22411,Swanwater,3477
22412,Swanwater West,3480
22413,Swifts Creek,3896
22414,Sydenham (Vic.),3037
22415,Sylvaterre,3575
22416,Tabberabbera,3875
22417,Tabilk,3607
22418,Tabor,3289
22419,Taggerty,3714
22420,Tahara,3301
22421,Tahara Bridge,3315
22422,Tahara West,3310
22423,Talbot (Vic.),3371
22424,Talgarno,3691
22425,Tallandoon,3701
22426,Tallangatta,3700
22427,Tallangatta East,3700
22428,Tallangatta South,3701
22429,Tallangatta Valley,3701
22430,Tallarook,3659
22431,Tallygaroopna,3634
22432,Tambo Crossing,3893
22433,Tambo Upper,3885
22434,Tamboon,3890
22435,Tamboritha,3858
22436,Taminick,3675
22437,Tamleugh,3669
22438,Tamleugh North,3669
22439,Tandarook,3260
22440,Tandarra,3571
22441,Tangambalanga,3691
22442,Tanjil,3825
22443,Tanjil Bren,3833
22444,Tanjil South,3825
22445,Tanwood,3478
22446,Tanybryn,3249
22447,Taradale (Vic.),3447
22448,Tarcombe,3666
22449,Tarilta,3451
22450,Tarnagulla,3551
22451,Tarneit,3029
22452,Tarnook,3670
22453,Taroon,3265
22454,Tarra Valley,3971
22455,Tarranyurk,3414
22456,Tarraville,3971
22457,Tarrawarra,3775
22458,Tarrawingee,3678
22459,Tarrayoukyan,3315
22460,Tarrengower,3463
22461,Tarrenlea,3315
22462,Tarrington,3301
22463,Tarrone,3283
22464,Tarwin,3956
22465,Tarwin Lower,3956
22466,Tatong,3673
22467,Tatura,3616
22468,Tatura East,3616
22469,Tatyoon,3378
22470,Tawonga,3697
22471,Tawonga South,3698
22472,Taylor Bay,3713
22473,Taylors Hill,3037
22474,Taylors Lakes,3038
22475,Teal Point,3579
22476,Tecoma,3160
22477,Teddywaddy,3527
22478,Teddywaddy West,3527
22479,Teesdale (Vic.),3328
22480,Telangatuk East,3401
22481,Telford,3730
22482,Telopea Downs,3420
22483,Templestowe,3106
22484,Templestowe Lower,3107
22485,Tempy,3489
22486,Tenby Point,3984
22487,Tennyson (Vic.),3572
22488,Terang,3264
22489,Terip Terip,3719
22490,Terrappee,3525
22491,Terrick Terrick,3575
22492,Terrick Terrick East,3573
22493,Tesbury,3260
22494,Tetoora Road,3821
22495,Thalia,3527
22496,The Basin (Vic.),3154
22497,The Cove,3268
22498,The Gurdies,3984
22499,The Heart,3851
22500,The Honeysuckles,3851
22501,The Patch,3792
22502,The Sisters,3265
22503,Thologolong,3691
22504,Thomastown,3074
22505,Thomson (Baw Baw - Vic.),3825
22506,Thomson (Greater Geelong - Vic.),3219
22507,Thoona,3726
22508,Thornbury,3071
22509,Thornhill Park,3335
22510,Thornton (Vic.),3712
22511,Thorpdale,3835
22512,Thorpdale South,3824
22513,Thowgla Valley,3707
22514,Three Bridges,3797
22515,Timbarra (Vic.),3893
22516,Timboon,3268
22517,Timboon West,3268
22518,Timmering,3561
22519,Timor (Vic.),3465
22520,Timor West,3465
22521,Tinamba,3859
22522,Tinamba West,3859
22523,Tintaldra,3708
22524,Tittybong,3542
22525,Tol Tol,3549
22526,Tolmie,3723
22527,Tom Groggin,3707
22528,Tongala,3621
22529,Tonghi Creek,3890
22530,Tongio,3896
22531,Tonimbuk,3815
22532,Tooan,3409
22533,Tooborac,3522
22534,Toolamba,3614
22535,Toolamba West,3614
22536,Toolangi,3777
22537,Toolern Vale,3337
22538,Toolleen,3551
22539,Toolome,3860
22540,Toolondo,3401
22541,Toolong,3285
22542,Toombon,3825
22543,Toongabbie (Vic.),3856
22544,Toora (Vic.),3962
22545,Toora North,3962
22546,Tooradin,3980
22547,Toorak,3142
22548,Toorloo Arm,3909
22549,Toorongo,3833
22550,Tootgarook,3941
22551,Torquay (Vic.),3228
22552,Torrita,3490
22553,Torrumbarry,3562
22554,Torwood,3821
22555,Tostaree,3888
22556,Tottenham (Vic.),3012
22557,Tottington,3477
22558,Tourello,3363
22559,Towan,3596
22560,Towaninny,3527
22561,Towaninny South,3527
22562,Tower Hill,3283
22563,Towong,3707
22564,Towong Upper,3707
22565,Trafalgar (Vic.),3824
22566,Trafalgar East,3824
22567,Trafalgar South,3824
22568,Tragowel,3579
22569,Traralgon,3844
22570,Traralgon East,3844
22571,Traralgon South,3844
22572,Travancore,3032
22573,Trawalla,3373
22574,Trawool,3660
22575,Traynors Lagoon,3477
22576,Tremont,3785
22577,Trentham,3458
22578,Trentham East,3458
22579,Tresco,3583
22580,Tresco West,3584
22581,Trida,3953
22582,Truganina,3029
22583,Tubbut,3888
22584,Tuerong,3915
22585,Tulkara,3384
22586,Tullamarine,3043
22587,Tungamah,3728
22588,Turoar,3546
22589,Turriff,3488
22590,Turriff East,3488
22591,Turtons Creek,3960
22592,Tutye,3490
22593,Tyaak,3658
22594,Tyabb,3913
22595,Tyenna (Vic.),3533
22596,Tyers,3844
22597,Tylden,3444
22598,Tynong,3813
22599,Tynong North,3813
22600,Tyntynder,3586
22601,Tyntynder South,3586
22602,Tyrendarra,3285
22603,Tyrendarra East,3285
22604,Tyrrell,3533
22605,Tyrrell Downs,3533
22606,Ullina,3370
22607,Ullswater,3318
22608,Ultima,3544
22609,Ultima East,3544
22610,Ulupna,3641
22611,Undera,3629
22612,Underbool,3509
22613,Upotipotpon,3669
22614,Upper Ferntree Gully,3156
22615,Upper Gundowring,3691
22616,Upper Lurg,3673
22617,Upper Plenty,3756
22618,Upper Ryans Creek,3673
22619,Upton Hill,3664
22620,Upwey,3158
22621,Valencia Creek,3860
22622,Vasey,3407
22623,Vaughan,3451
22624,Vectis,3401
22625,Ventnor (Vic.),3922
22626,Venus Bay (Vic.),3956
22627,Vermont,3133
22628,Vermont South,3133
22629,Vervale,3814
22630,Vesper,3833
22631,Victoria Point (Vic.),3294
22632,Victoria Valley (Vic.),3294
22633,Viewbank,3084
22634,Vinifera,3591
22635,Violet Town,3669
22636,Vite Vite,3325
22637,Vite Vite North,3325
22638,W Tree,3885
22639,Waaia,3637
22640,Waanyarra,3551
22641,Waarre,3269
22642,Wabonga,3678
22643,Waggarandall,3646
22644,Wahgunyah,3687
22645,Wahring,3608
22646,Wail,3401
22647,Wairewa,3887
22648,Waitchie,3544
22649,Wal Wal,3385
22650,Waldara,3678
22651,Walhalla,3825
22652,Walhalla East,3825
22653,Walkerville (Vic.),3956
22654,Walkerville North,3956
22655,Walkerville South,3956
22656,Wallace,3352
22657,Wallacedale,3303
22658,Wallagaraugh,3891
22659,Wallaloo,3387
22660,Wallaloo East,3387
22661,Wallan,3756
22662,Wallinduc,3351
22663,Wallington,3222
22664,Wallup,3401
22665,Walmer (Vic.),3463
22666,Walpa,3875
22667,Walpeup,3507
22668,Walwa,3709
22669,Wandana Heights,3216
22670,Wandella (Vic.),3579
22671,Wandiligong,3744
22672,Wandin East,3139
22673,Wandin North,3139
22674,Wando Bridge,3312
22675,Wando Vale,3312
22676,Wandong,3758
22677,Wandown,3549
22678,Wangandary,3678
22679,Wangarabell,3891
22680,Wangaratta (Vic.),3677
22681,Wangaratta South,3678
22682,Wangie,3530
22683,Wangoom,3279
22684,Wannon,3301
22685,Wantirna,3152
22686,Wantirna South,3152
22687,Waranga Shores,3612
22688,Waratah Bay,3959
22689,Warburton (Vic.),3799
22690,Wareek,3465
22691,Wargan,3505
22692,Warmur,3482
22693,Warncoort,3243
22694,Warne,3530
22695,Warneet,3980
22696,Warrabkook,3286
22697,Warracknabeal,3393
22698,Warragul,3820
22699,Warragul South,3821
22700,Warragul West,3821
22701,Warrak,3377
22702,Warrandyte,3113
22703,Warrandyte South,3134
22704,Warranwood,3134
22705,Warrayure,3301
22706,Warrenbayne,3670
22707,Warrenheip,3352
22708,Warrenmang,3478
22709,Warrion,3249
22710,Warrnambool,3280
22711,Warrock,3312
22712,Warrong,3283
22713,Wartook,3401
22714,Watchem,3482
22715,Watchem West,3393
22716,Watchupga,3485
22717,Waterford Park,3658
22718,Waterholes,3875
22719,Waterloo (Vic.),3373
22720,Waterways,3195
22721,Watsonia,3087
22722,Watsonia North,3087
22723,Watsons Creek (Vic.),3097
22724,Wattle Bank,3995
22725,Wattle Creek,3384
22726,Wattle Flat (Vic.),3352
22727,Wattle Glen,3096
22728,Wattle Hill (Vic.),3237
22729,Waubra,3352
22730,Waurn Ponds,3216
22731,Waygara,3888
22732,Weatherboard,3352
22733,Wedderburn (Vic.),3518
22734,Wedderburn Junction,3518
22735,Wee Wee Rup,3568
22736,Weeaproinah,3237
22737,Weering,3251
22738,Weerite,3260
22739,Wehla,3518
22740,Weir Views,3338
22741,Wellsford,3551
22742,Welshmans Reef,3462
22743,Welshpool (Vic.),3966
22744,Wemen,3549
22745,Wendouree,3355
22746,Wensleydale,3241
22747,Wentworth (Vic.),3875
22748,Werneth,3352
22749,Werona,3364
22750,Werribee,3030
22751,Werribee South,3030
22752,Werrimull,3496
22753,Wesburn,3799
22754,West Bendigo,3550
22755,West Creek,3992
22756,West Footscray,3012
22757,West Melbourne,3003
22758,West Wodonga,3690
22759,Westbury (Vic.),3825
22760,Westby,3579
22761,Westmeadows,3049
22762,Westmere,3351
22763,Whanregarwen,3714
22764,Wharparilla,3564
22765,Wheatsheaf,3461
22766,Wheelers Hill,3150
22767,Whipstick,3556
22768,Whirily,3483
22769,White Hills (Vic.),3550
22770,Whiteheads Creek,3660
22771,Whitelaw,3950
22772,Whitfield (Vic.),3733
22773,Whitlands,3678
22774,Whittington,3219
22775,Whittlesea,3757
22776,Whoorel,3243
22777,Whorouly,3735
22778,Whorouly East,3735
22779,Whorouly South,3735
22780,Whroo,3612
22781,Wickliffe,3379
22782,Wilby,3728
22783,Wild Dog Valley (Vic.),3953
22784,Wildwood,3429
22785,Wilkur,3393
22786,Willangie,3485
22787,Willatook,3283
22788,Willaura,3379
22789,Willaura North,3379
22790,Willenabrina,3393
22791,Williams Landing,3027
22792,Williamstown (Vic.),3016
22793,Williamstown North,3016
22794,Willow Grove,3825
22795,Willowmavin,3764
22796,Willowvale (Vic.),3360
22797,Willung,3847
22798,Willung South,3847
22799,Wilsons Hill,3515
22800,Wilsons Promontory,3960
22801,Wimbledon Heights,3922
22802,Winchelsea,3241
22803,Winchelsea South,3241
22804,Windermere (Vic.),3352
22805,Windsor (Vic.),3181
22806,Wingan River,3891
22807,Wingeel,3321
22808,Winjallok,3477
22809,Winlaton,3585
22810,Winnambool,3546
22811,Winnap,3304
22812,Winnindoo,3858
22813,Winslow,3281
22814,Winter Valley,3358
22815,Winton (Vic.),3673
22816,Winton North,3673
22817,Wirrate,3608
22818,Wiseleigh,3885
22819,Wodonga,3690
22820,Wollert,3750
22821,Wombat Creek (Vic.),3888
22822,Wombelano,3409
22823,Won Wron,3971
22824,Wonga,3960
22825,Wonga Park,3115
22826,Wongarra,3234
22827,Wongungarra,3862
22828,Wonnangatta,3737
22829,Wonthaggi,3995
22830,Wonwondah,3401
22831,Wonyip,3962
22832,Wood Wood,3596
22833,Woodend (Vic.),3442
22834,Woodend North,3442
22835,Woodfield,3715
22836,Woodford (Vic.),3281
22837,Woodglen,3875
22838,Woodhouse,3294
22839,Woodleigh (Vic.),3945
22840,Woods Point (Vic.),3723
22841,Woodside (Vic.),3874
22842,Woodside Beach,3874
22843,Woodstock (Vic.),3751
22844,Woodstock On Loddon,3551
22845,Woodstock West,3463
22846,Woodvale (Vic.),3556
22847,Wool Wool,3249
22848,Woolamai,3995
22849,Woolenook,3860
22850,Woolshed Flat (Vic.),3518
22851,Woolsthorpe,3276
22852,Woomelang,3485
22853,Wooragee,3747
22854,Woorarra East,3962
22855,Woorarra West,3960
22856,Wooreen,3953
22857,Woori Yallock,3139
22858,Woorinen,3589
22859,Woorinen North,3589
22860,Woorinen South,3588
22861,Woorndoo,3272
22862,Wooroonook,3525
22863,Woosang,3518
22864,Wootong Vale,3315
22865,Worrowing,3858
22866,Wrathung,3860
22867,Wrixon,3860
22868,Wroxham,3891
22869,Wuk Wuk,3875
22870,Wulgulmerang,3885
22871,Wulgulmerang East,3885
22872,Wulgulmerang West,3885
22873,Wunghnu,3635
22874,Wurdiboluc,3241
22875,Wurruk,3850
22876,Wy Yung,3875
22877,Wycheproof,3527
22878,Wycheproof South,3527
22879,Wychitella,3525
22880,Wychitella North,3525
22881,Wye River,3234
22882,Wyelangta,3237
22883,Wyndham Vale,3024
22884,Wyuna (Vic.),3620
22885,Wyuna East,3620
22886,Yaapeet,3424
22887,Yabba North,3646
22888,Yabba South,3646
22889,Yackandandah,3749
22890,Yalca,3637
22891,Yalla-Y-Poora,3378
22892,Yallambie,3085
22893,Yallourn,3825
22894,Yallourn North,3825
22895,Yalmy,3885
22896,Yambuk,3285
22897,Yambuna,3621
22898,Yan Yean,3755
22899,Yanac,3418
22900,Yanakie,3960
22901,Yando,3537
22902,Yandoit,3461
22903,Yandoit Hills,3461
22904,Yangery,3283
22905,Yangoura,3858
22906,Yannathan,3981
22907,Yapeen,3451
22908,Yarck,3719
22909,Yarpturk,3283
22910,Yarra Glen,3775
22911,Yarra Junction,3797
22912,Yarraberb,3516
22913,Yarragon,3823
22914,Yarragon South,3823
22915,Yarram,3971
22916,Yarrambat,3091
22917,Yarraville,3013
22918,Yarrawalla,3575
22919,Yarrawonga (Vic.),3730
22920,Yarrawonga South,3730
22921,Yarroweyah,3644
22922,Yatchaw,3301
22923,Yawong Hills,3478
22924,Yea,3717
22925,Yellingbo,3139
22926,Yelta (Vic.),3505
22927,Yendon,3352
22928,Yeo,3249
22929,Yeodene,3249
22930,Yering,3770
22931,Yeungroon,3525
22932,Yeungroon East,3525
22933,Yielima,3638
22934,Yinnar,3869
22935,Yinnar South,3869
22936,York Plains (Vic.),3477
22937,Youanmite,3646
22938,Youarang,3728
22939,Yulecart,3301
22940,Yundool,3727
22941,Yuroke,3063
22942,Yuulong,3237
22943,Zeerust,3634
22944,Zumsteins,3401
30001,Abbeywood,4613
30002,Abbotsford (Qld),4670
30003,Abercorn,4627
30004,Abergowrie,4850
30005,Abingdon Downs,4892
30006,Abington (Qld),4660
30007,Acacia Ridge,4110
30008,Acland,4401
30009,Adare,4343
30010,Adavale,4474
30011,Adelaide Park,4703
30012,Advancetown,4211
30013,Aeroglen,4870
30014,Agnes Water,4677
30015,Airdmillan,4807
30016,Airlie Beach,4802
30017,Airville,4807
30018,Aitkenvale,4814
30019,Alabama Hill,4820
30020,Albany Creek,4035
30021,Alberta,4702
30022,Alberton (Qld),4207
30023,Albinia,4722
30024,Albion (Brisbane - Qld),4010
30025,Albion (Richmond - Qld),4822
30026,Alderley,4051
30027,Aldershot,4650
30028,Aldoga,4694
30029,Alexandra (Qld),4740
30030,Alexandra Headland,4572
30031,Alexandra Hills,4161
30032,Algester,4115
30033,Alice Creek,4610
30034,Alice River,4817
30035,Allan,4370
30036,Allandale (Qld),4310
30037,Allenstown,4700
30038,Allenview,4285
30039,Alligator Creek (Mackay - Qld),4740
30040,Alligator Creek (Townsville - Qld),4816
30041,Allora,4362
30042,Alloway,4670
30043,Almaden,4871
30044,Aloomba,4871
30045,Alpha,4724
30046,Alsace,4702
30047,Alton Downs,4702
30048,Alva,4807
30049,Amamoor,4570
30050,Amamoor Creek,4570
30051,Amaroo (Qld),4829
30052,Amber,4871
30053,Amberley,4306
30054,Ambrose,4695
30055,Amby,4462
30056,Amiens,4380
30057,Amity,4183
30058,Anakie Siding,4702
30059,Andergrove,4740
30060,Anderleigh,4570
30061,Andromache,4800
30062,Anduramba,4355
30063,Annandale (Qld),4814
30064,Annerley,4103
30065,Anstead,4070
30066,Anthony,4310
30067,Antigua,4650
30068,Apple Tree Creek,4660
30069,Applethorpe,4378
30070,Arafura Sea,4875
30071,Araluen (Qld),4570
30072,Aramac,4726
30073,Aramara,4620
30074,Arana Hills,4054
30075,Aranbanga,4625
30076,Aratula (Qld),4309
30077,Arbouin,4892
30078,Arcadia (Qld),4819
30079,Arcadia Valley,4702
30080,Archer River,4892
30081,Archerfield,4108
30082,Arcturus,4722
30083,Argyll,4721
30084,Armstrong Beach,4737
30085,Armstrong Creek (Qld),4520
30086,Aroona,4551
30087,Arriga,4880
30088,Arundel,4214
30089,Ascot (Brisbane - Qld),4007
30090,Ascot (Toowoomba - Qld),4359
30091,Ashfield (Qld),4670
30092,Ashgrove,4060
30093,Ashmore,4214
30094,Ashwell,4340
30095,Aspley,4034
30096,Atherton,4883
30097,Athol,4350
30098,Atkinsons Dam,4311
30099,Aubigny,4401
30100,Auburn (Qld),4413
30101,Auchenflower,4066
30102,Augathella,4477
30103,Augustine Heights,4300
30104,Aurukun,4892
30105,Austinville,4213
30106,Avenell Heights,4670
30107,Avoca (Qld),4670
30108,Avoca Vale,4314
30109,Avondale (Qld),4670
30110,Ayr,4807
30111,Babinda (Qld),4861
30112,Back Plains,4361
30113,Badu Island,4875
30114,Baffle Creek,4674
30115,Baffle West,4454
30116,Bahrs Scrub,4207
30117,Bajool,4699
30118,Bakers Bend,4470
30119,Bakers Creek (Qld),4740
30120,Baking Board,4413
30121,Balberra,4740
30122,Balcomba,4702
30123,Bald Hills (Qld),4036
30124,Bald Knob,4552
30125,Balgal Beach,4816
30126,Balgowan (Qld),4401
30127,Ball Bay,4741
30128,Ballandean,4382
30129,Ballard,4352
30130,Ballaroo,4455
30131,Ballogie,4610
30132,Balmoral (Qld),4171
30133,Balmoral Ridge,4552
30134,Balnagowan,4740
30135,Bamaga,4876
30136,Bambaroo,4850
30137,Bamboo,4873
30138,Bamboo Creek,4860
30139,Ban Ban,4625
30140,Ban Ban Springs,4625
30141,Banana,4702
30142,Bancroft,4630
30143,Bangalee (Qld),4703
30144,Banks Creek,4306
30145,Banks Pocket,4570
30146,Banksia Beach,4507
30147,Bannockburn (Qld),4207
30148,Banyo,4014
30149,Bapaume,4352
30150,Barakula,4413
30151,Baralaba,4702
30152,Barambah,4601
30153,Barcaldine,4725
30154,Bardon,4065
30155,Baree,4714
30156,Barellan Point,4306
30157,Bargara,4670
30158,Bargunyah,4488
30159,Baringa,4551
30160,Barker Creek Flat,4615
30161,Barkly (Qld),4825
30162,Barlil,4605
30163,Barlows Hill,4703
30164,Barlyne,4625
30165,Barmaryee,4703
30166,Barmoya,4703
30167,Barnard,4702
30168,Barney Point,4680
30169,Barney View,4287
30170,Baroondah,4454
30171,Barramornie,4416
30172,Barratta (Qld),4809
30173,Barrine,4872
30174,Barringha,4816
30175,Barringun,4490
30176,Barron,4878
30177,Barron Gorge,4870
30178,Bartle Frere,4861
30179,Barwidgi,4872
30180,Basalt (Qld),4820
30181,Basilisk,4871
30182,Basin Pocket,4305
30183,Battery Hill,4551
30184,Bauhinia,4718
30185,Bauple,4650
30186,Bauple Forest,4650
30187,Bayrick,4478
30188,Bayview Heights,4868
30189,Beach Holm,4818
30190,Beachmere,4510
30191,Beaconsfield (Qld),4740
30192,Beatrice,4886
30193,Beaudesert,4285
30194,Beaver Rock,4650
30195,Bedourie,4829
30196,Beebo,4385
30197,Beecher,4680
30198,Beechmont,4211
30199,Beelbee,4406
30200,Beelbi Creek,4659
30201,Beenaam Valley,4570
30202,Beenleigh,4207
30203,Beerburrum,4517
30204,Beeron,4626
30205,Beerwah,4519
30206,Begonia,4487
30207,Beilba,4454
30208,Belcong,4723
30209,Belgian Gardens,4810
30210,Belivah,4207
30211,Bell (Qld),4408
30212,Bella Creek,4570
30213,Bellara,4507
30214,Bellbird Park,4300
30215,Bellbowrie,4070
30216,Bellenden Ker,4871
30217,Bellevue (Qld),4892
30218,Bellfield (Qld),4822
30219,Belli Park,4562
30220,Bellmere,4510
30221,Bells Bridge,4570
30222,Bells Creek,4551
30223,Bellthorpe,4514
30224,Belmont (Qld),4153
30225,Belmunda,4740
30226,Belvedere,4860
30227,Belyando,4721
30228,Bemerside,4850
