SAL,SAL 2021 Name,POA 2021 Code
20207,Bend Of Islands,3097
20208,Bendigo,3550
20209,Bendoc,3888
20210,Bengworden,3875
20211,Benjeroop,3579
20212,Benloch,3435
20213,Bennison,3960
20214,Bentleigh,3204
20215,Bentleigh East,3165
20216,Benwerrin,3235
20217,Beremboke,3342
20218,Berrimal,3518
20219,Berringa,3351
20220,Berringama,3691
20221,Berriwillock,3531
20222,Berrybank,3323
20223,Berrys Creek,3953
20224,Berwick,3806
20225,Bessiebelle,3304
20226,Bet Bet,3472
20227,Bete Bolong,3888
20228,Bete Bolong North,3888
20229,Bethanga,3691
20230,Betley,3472
20231,Beulah (Vic.),3395
20232,Beverford,3590
20233,Beveridge,3753
20234,Big Desert,3490
20235,Big Hill (Greater Bendigo - Vic.),3555
20236,Big Hill (Surf Coast - Vic.),3231
20237,Big Pats Creek,3799
20238,Biggara,3707
20239,Billabong,3858
20240,Bimbourie,3533
20241,Bindi,3896
20242,Binginwarri,3966
20243,Bingo Munjie,3898
20244,Birchip,3483
20245,Birchip West,3483
20246,Birdwoodton,3505
20247,Birregurra,3242
20248,Bittern,3918
20249,Black Hill (Vic.),3350
20250,Black Range (Vic.),3381
20251,Black Rock (Vic.),3193
20252,Blackburn,3130
20253,Blackburn North,3130
20254,Blackburn South,3130
20255,Blackwarry,3844
20256,Blackwood (Vic.),3458
20257,Blairgowrie,3942
20258,Blakeville,3342
20259,Blampied,3364
20260,Blind Bight,3980
20261,Blowhard,3352
20262,Bo Peep,3351
20263,Bobinawarrah,3678
20264,Bochara,3301
20265,Bogong,3699
20266,Boho,3669
20267,Boho South,3669
20268,Boigbeat,3531
20269,Boinka,3490
20270,Boisdale,3860
20271,Bolangum,3387
20272,Bolinda,3432
20273,Bolton,3546
20274,Bolwarra (Vic.),3305
20275,Bolwarrah,3352
20276,Bona Vista,3820
20277,Bonang,3888
20278,Bonbeach,3196
20279,Bonegilla,3691
20280,Boneo,3939
20281,Bonn,3561
20282,Bonnie Brook,3335
20283,Bonnie Doon (Vic.),3720
20284,Bonshaw (Vic.),3352
20285,Bookaar,3260
20286,Boola,3825
20287,Boolarong,3960
20288,Boolarra,3870
20289,Boolarra South,3870
20290,Boole Poole,3880
20291,Boolite,3392
20292,Boomahnoomoonah,3728
20293,Boonah (Vic.),3235
20294,Boorcan,3265
20295,Boorhaman,3678
20296,Boorhaman East,3678
20297,Boorhaman North,3685
20298,Boorolite,3723
20299,Boorool,3953
20300,Boort,3537
20301,Boosey,3730
20302,Boralma,3682
20303,Bornes Hill,3379
20304,Boronia,3155
20305,Borung,3518
20306,Bostocks Creek,3260
20307,Botanic Ridge,3977
20308,Boundary Bend,3599
20309,Bowenvale,3465
20310,Boweya,3675
20311,Boweya North,3675
20312,Bowmans Forest,3735
20313,Bowser,3678
20314,Box Hill (Vic.),3128
20315,Box Hill North,3129
20316,Box Hill South,3128
20317,Boxwood,3725
20318,Bradford,3463
20319,Bradvale,3361
20320,Braeside,3195
20321,Brandy Creek (Vic.),3821
20322,Branxholme,3302
20323,Bravington,3821
20324,Braybrook,3019
20325,Breakaway Creek,3303
20326,Breakwater,3219
20327,Breamlea,3227
20328,Brenanah,3517
20329,Brewster,3352
20330,Briagolong,3860
20331,Briar Hill,3088
20332,Bridge Creek,3723
20333,Bridgewater (Vic.),3516
20334,Bridgewater North,3516
20335,Bridgewater On Loddon,3516
20336,Bright (Vic.),3741
20337,Brighton (Vic.),3186
20338,Brighton East,3187
20339,Brim,3391
20340,Brimboal,3312
20341,Brimin,3685
20342,Brimpaen,3401
20343,Bringalbert,3319
20344,Brit Brit,3315
20345,Broadford,3658
20346,Broadmeadows (Vic.),3047
20347,Broadwater (Vic.),3301
20348,Brodribb River,3888
20349,Broken Creek,3673
20350,Bromley,3472
20351,Brookfield (Vic.),3338
20352,Brooklyn (Vic.),3012
20353,Brookville,3896
20354,Broomfield,3364
20355,Broughton (Vic.),3418
20356,Brown Hill (Vic.),3350
20357,Browns Plains (Vic.),3685
20358,Bruarong,3749
20359,Brucknell,3268
20360,Brumby,3885
20361,Brunswick (Vic.),3056
20362,Brunswick East,3057
20363,Brunswick West,3055
20364,Bruthen,3885
20365,Buangor,3375
20366,Buchan,3885
20367,Buchan South,3885
20368,Buckland (Vic.),3740
20369,Buckley,3240
20370,Buckley Swamp,3301
20371,Buckrabanyule,3525
20372,Budgee Budgee (Vic.),3862
20373,Budgeree,3870
20374,Budgerum East,3579
20375,Buffalo,3958
20376,Buffalo River,3737
20377,Bulart,3314
20378,Buldah,3890
20379,Bulga (Vic.),3586
20380,Bulgana,3377
20381,Bulla (Vic.),3428
20382,Bullaharre,3266
20383,Bullarook,3352
20384,Bullarto,3461
20385,Bullarto South,3461
20386,Bulleen,3105
20387,Bullengarook,3437
20388,Bullioh,3700
20389,Bullumwaal,3875
20390,Buln Buln,3821
20391,Buln Buln East,3821
20392,Bumberrah,3902
20393,Bunbartha,3634
20394,Bundalaguah,3851
20395,Bundalong,3730
20396,Bundalong South,3730
20397,Bundara,3898
20398,Bunding,3342
20399,Bundoora (Vic.),3083
20400,Bung Bong,3465
20401,Bungador,3260
20402,Bungal,3334
20403,Bungalally,3401
20404,Bungaree (Vic.),3352
20405,Bungeet,3726
20406,Bungeet West,3726
20407,Bungil (Vic.),3691
20408,Bunguluke,3527
20409,Buninyong,3357
20410,Bunkers Hill,3352
20411,Bunyip,3815
20412,Bunyip North,3815
20413,Buragwonduc,3858
20414,Burkes Bridge,3568
20415,Burkes Flat,3475
20416,Burnbank,3371
20417,Burnewang,3558
20418,Burnley,3121
20419,Burnside (Vic.),3023
20420,Burnside Heights,3023
20421,Burramboot,3559
20422,Burramine,3730
20423,Burramine South,3730
20424,Burrowye,3709
20425,Burrumbeet,3352
20426,Burwood (Vic.),3125
20427,Burwood East,3151
20428,Bushfield,3281
20429,Bushy Park (Vic.),3860
20430,Butchers Ridge,3885
20431,Buxton (Vic.),3711
20432,Byaduk,3301
20433,Byaduk North,3300
20434,Byawatha,3678
20435,Bylands,3762
20436,Byrneside,3617
20437,Cabarita (Vic.),3505
20438,Cabbage Tree,3364
20439,Cabbage Tree Creek,3889
20440,Cadello,3442
20441,Cairnlea,3023
20442,Calder Park,3037
20443,Caldermeade,3984
20444,California Gully,3556
20445,Calivil,3573
20446,Callawadda,3387
20447,Callignee,3844
20448,Callignee North,3844
20449,Callignee South,3844
20450,Calrossie,3971
20451,Calulu,3875
20452,Cambarville,3779
20453,Camberwell (Vic.),3124
20454,Cambrian Hill,3352
20455,Campbellfield,3061
20456,Campbells Bridge,3387
20457,Campbells Creek,3451
20458,Campbells Forest,3556
20459,Campbelltown (Vic.),3364
20460,Camperdown (Vic.),3260
20461,Canadian,3350
20462,Canary Island,3537
20463,Caniambo,3630
20464,Cann River,3890
20465,Cannie,3540
20466,Cannons Creek,3977
20467,Cannum,3393
20468,Canterbury (Vic.),3126
20469,Cape Bridgewater,3305
20470,Cape Clear,3351
20471,Cape Conran,3888
20472,Cape Otway,3233
20473,Cape Paterson,3995
20474,Cape Schanck,3939
20475,Cape Woolamai,3925
20476,Capel Sound,3940
20477,Capels Crossing,3579
20478,Carag Carag,3623
20479,Caralulup,3371
20480,Caramut,3274
20481,Carapooee,3477
20482,Carapooee West,3477
20483,Carapook,3312
20484,Carboor,3678
20485,Cardigan,3352
20486,Cardigan Village,3352
20487,Cardinia,3978
20488,Cardross,3496
20489,Cargerie,3334
20490,Carina (Vic.),3512
20491,Caringal,3825
20492,Carisbrook,3464
20493,Carlisle River,3239
20494,Carlsruhe,3442
20495,Carlton (Vic.),3053
20496,Carlton North,3054
20497,Carlyle,3685
20498,Carnegie,3163
20499,Carngham,3351
20500,Caroline Springs,3023
20501,Carpendeit,3260
20502,Carrajung,3844
20503,Carrajung Lower,3844
20504,Carrajung South,3844
20505,Carranballac,3361
20506,Carron,3480
20507,Carrum,3197
20508,Carrum Downs,3201
20509,Carwarp,3494
20510,Cashmore,3305
20511,Cassilis (Vic.),3898
20512,Castella,3777
20513,Casterton,3311
20514,Castle Creek (Vic.),3691
20515,Castle Donnington,3585
20516,Castlemaine,3450
20517,Catani,3981
20518,Cathcart (Vic.),3377
20519,Cathkin,3714
20520,Catumnal,3537
20521,Caulfield,3162
20522,Caulfield East,3145
20523,Caulfield North,3161
20524,Caulfield South,3162
20525,Caveat,3660
20526,Cavendish,3314
20527,Ceres,3221
20528,Chadstone,3148
20529,Chandlers Creek,3890
20530,Chapel Flat,3352
20531,Chapple Vale,3239
20532,Charam,3318
20533,Charlemont,3217
20534,Charleroi,3695
20535,Charlton (Vic.),3525
20536,Chatsworth (Vic.),3379
20537,Chelsea,3196
20538,Chelsea Heights,3196
20539,Cheltenham (Vic.),3192
20540,Chepstowe,3351
20541,Cherokee,3434
20542,Cherrypool,3401
20543,Cheshunt,3678
20544,Cheshunt South,3678
20545,Chesney Vale,3725
20546,Chetwynd,3312
20547,Chewton,3451
20548,Chewton Bushlands,3451
20549,Childers (Vic.),3824
20550,Chillingollah,3585
20551,Chiltern,3683
20552,Chiltern Valley,3683
20553,Chinangin,3544
20554,Chinkapook,3546
20555,Chintin,3756
20556,Chirnside Park,3116
20557,Chirrip,3525
20558,Chocolyn,3260
20559,Christmas Hills (Vic.),3775
20560,Chum Creek,3777
20561,Churchill (Vic.),3842
20562,Churchill Island,3925
20563,Chute,3373
20564,Clarendon (Vic.),3352
20565,Claretown,3352
20566,Clarinda,3169
20567,Clarkefield,3430
20568,Clarkes Hill,3352
20569,Clayton,3168
20570,Clayton South,3169
20571,Clear Lake,3409
20572,Clematis,3782
20573,Clifton Creek,3875
20574,Clifton Hill,3068
20575,Clifton Springs,3222
20576,Clonbinane,3658
20577,Clover Flat,3315
20578,Cloverlea,3822
20579,Club Terrace,3889
20580,Clunes (Vic.),3370
20581,Clyde (Vic.),3978
20582,Clyde North,3978
20583,Clydebank,3851
20584,Clydesdale (Vic.),3461
20585,Coalville,3825
20586,Cobains,3851
20587,Cobaw,3442
20588,Cobbannah,3862
20589,Cobberas,3900
20590,Cobblebank,3338
20591,Cobden,3266
20592,Cobram,3644
20593,Cobram East,3644
20594,Cobrico,3266
20595,Cobungra,3898
20596,Coburg,3058
20597,Coburg North,3058
20598,Cocamba,3546
20599,Cochranes Creek,3475
20600,Cockatoo (Vic.),3781
20601,Cocoroc,3030
20602,Codrington (Vic.),3285
20603,Coghills Creek,3364
20604,Cohuna,3568
20605,Coimadai,3340
20606,Cokum,3530
20607,Colac,3250
20608,Colac Colac,3707
20609,Colac East,3250
20610,Colac West,3250
20611,Colbinabbin,3559
20612,Colbrook,3342
20613,Coldstream (Vic.),3770
20614,Coleraine,3315
20615,Colignan,3494
20616,Collingwood (Vic.),3066
20617,Combienbar,3889
20618,Concongella,3384
20619,Condah,3303
20620,Congupna,3633
20621,Connewarre,3227
20622,Connewirricoo,3318
20623,Coojar,3315
20624,Coolaroo,3048
20625,Cooma (Vic.),3616
20626,Coomboona,3629
20627,Coomoora,3461
20628,Coongulla,3860
20629,Coonooer Bridge,3477
20630,Coonooer West,3477
20631,Cooriemungle,3268
20632,Cope Cope,3480
20633,Cora Lynn,3814
20634,Corack,3480
20635,Corack East,3480
20636,Coragulac,3249
20637,Coral Bank,3691
20638,Corindhap,3352
20639,Corinella (Vic.),3984
20640,Corio,3214
20641,Corndale (Vic.),3311
20642,Cornella,3551
20643,Cornishtown,3683
20644,Coronet Bay,3984
20645,Corop,3559
20646,Cororooke,3254
20647,Corringle,3888
20648,Corryong,3707
20649,Corunnun,3249
20650,Cosgrove (Vic.),3631
20651,Cosgrove South,3631
20652,Costerfield,3523
20653,Cotswold,3465
20654,Cottles Bridge,3099
20655,Cowa,3862
20656,Cowangie,3506
20657,Cowes,3922
20658,Cowleys Creek,3268
20659,Cowwarr,3857
20660,Craigie (Vic.),3465
20661,Craigieburn,3064
20662,Cranbourne,3977
20663,Cranbourne East,3977
20664,Cranbourne North,3977
20665,Cranbourne South,3977
20666,Cranbourne West,3977
20667,Creek Junction,3669
20668,Creek View,3551
20669,Creightons Creek,3666
20670,Cremorne (Vic.),3121
20671,Cressy (Vic.),3322
20672,Creswick,3363
20673,Creswick North,3363
20674,Crib Point,3919
20675,Crookayan,3858
20676,Crooked River,3862
20677,Cross Roads (Vic.),3373
20678,Crossley,3283
20679,Crossover,3821
20680,Crowlands,3377
20681,Croxton East,3301
20682,Croydon (Vic.),3136
20683,Croydon Hills,3136
20684,Croydon North,3136
20685,Croydon South,3136
20686,Crymelon,3393
20687,Cudgee,3265
20688,Cudgewa,3705
20689,Culgoa,3530
20690,Culla,3315
20691,Cullen,3568
20692,Cullulleraine,3496
20693,Cundare,3251
20694,Cundare North,3251
20695,Curdies River,3268
20696,Curdievale,3268
20697,Curlewis (Vic.),3222
20698,Curyo,3483
20699,Dadswells Bridge,3385
20700,Daisy Hill (Vic.),3465
20701,Dales Creek,3341
20702,Dallas,3047
20703,Dalmore,3981
20704,Daltons Bridge,3568
20705,Dalyenong,3477
20706,Dalyston,3992
20707,Dandenong,3175
20708,Dandenong North,3175
20709,Dandenong South,3175
20710,Dandongadale,3737
20711,Dargo,3862
20712,Darley,3340
20713,Darlimurla,3871
20714,Darlington (Vic.),3271
20715,Darnum,3822
20716,Darraweit Guim,3756
20717,Darriman,3851
20718,Dartmoor (Vic.),3304
20719,Dartmouth,3701
20720,Dawson (Vic.),3858
20721,Daylesford,3460
20722,Dean,3363
20723,Deans Marsh,3235
20724,Deanside,3336
20725,Deddick Valley,3888
20726,Dederang,3691
20727,Deep Lead,3385
20728,Deepdene (Vic.),3103
20729,Deer Park,3023
20730,Delacombe,3356
20731,Delahey,3037
20732,Delatite,3723
20733,Delburn,3871
20734,Delegate River,3888
20735,Denicull Creek,3377
20736,Denison,3858
20737,Dennington,3280
20738,Denver,3461
20739,Deptford,3875
20740,Derby (Vic.),3516
20741,Dereel,3352
20742,Dergholm,3312
20743,Derrimut,3026
20744,Derrinal,3523
20745,Derrinallum,3325
20746,Devenish,3726
20747,Devils River,3714
20748,Devon Meadows,3977
20749,Devon North,3971
20750,Dewhurst,3808
20751,Dhurringile,3610
20752,Diamond Creek,3089
20753,Digby,3309
20754,Diggers Rest,3427
20755,Diggora,3561
20756,Dimboola,3414
20757,Dingee,3571
20758,Dingley Village,3172
20759,Dingwall,3579
20760,Dinner Plain,3898
20761,Dixie (Vic.),3265
20762,Dixons Creek,3775
20763,Dobie,3377
20764,Docker,3678
20765,Dockers Plains,3678
20766,Docklands,3008
20767,Doctors Flat,3895
20768,Dollar,3871
20769,Don Valley,3139
20770,Donald,3480
20771,Doncaster,3108
20772,Doncaster East,3109
20773,Donnybrook (Vic.),3064
20774,Donvale,3111
20775,Dooboobetic,3478
20776,Dooen,3401
20777,Dookie,3646
20778,Dookie College,3647
20779,Doreen,3754
20780,Dorodong,3312
20781,Double Bridges,3893
20782,Douglas (Vic.),3409
20783,Doveton,3177
20784,Dreeite,3249
20785,Dreeite South,3249
20786,Driffield,3840
20787,Drik Drik,3304
20788,Dromana,3936
20789,Dropmore,3660
20790,Drouin,3818
20791,Drouin East,3818
20792,Drouin South,3818
20793,Drouin West,3818
20794,Drumanure,3636
20795,Drumborg,3304
20796,Drumcondra,3215
20797,Drummartin,3570
20798,Drummond,3461
20799,Drummond North,3446
20800,Drung,3401
20801,Dry Diggings,3461
20802,Drysdale,3222
20803,Duchembegarra,3409
20804,Dumbalk,3956
20805,Dumbalk North,3956
20806,Dumosa,3527
20807,Dunach,3371
20808,Dundonnell,3271
20809,Dunkeld (Vic.),3294
20810,Dunluce,3472
20811,Dunneworthy,3377
20812,Dunnstown,3352
20813,Dunolly (Vic.),3472
20814,Dunrobin,3312
20815,Durdidwarrah,3342
20816,Durham Lead,3352
20817,Durham Ox,3576
20818,Dutson,3851
20819,Dutson Downs,3851
20820,Dutton Way,3305
20821,Duverney,3323
20822,Eagle Point,3878
20823,Eaglehawk,3556
20824,Eaglehawk North,3556
20825,Eaglemont,3084
20826,Earlston,3669
20827,East Bairnsdale,3875
20828,East Bendigo,3550
20829,East Geelong,3219
20830,East Melbourne,3002
20831,East Sale,3852
20832,East Wangaratta,3678
20833,East Warburton,3799
20834,Eastern View,3231
20835,Eastville,3463
20836,Eastwood (Vic.),3875
20837,Ebden,3691
20838,Echuca,3564
20839,Echuca Village,3564
20840,Echuca West,3564
20841,Ecklin South,3265
20842,Eddington,3463
20843,Eden Park,3757
20844,Edenhope,3318
20845,Edgecombe,3444
20846,Edi,3678
20847,Edi Upper,3678
20848,Edithvale,3196
20849,Eganstown,3461
20850,Eildon,3713
20851,Elaine,3334
20852,Eldorado,3746
20853,Elevated Plains,3461
20854,Elingamite,3266
20855,Elingamite North,3266
20856,Elizabeth Island,3921
20857,Ellaswood,3875
20858,Ellerslie (Vic.),3265
20859,Elliminyt,3250
20860,Ellinbank,3821
20861,Elmhurst,3469
20862,Elmore,3558
20863,Elphinstone (Vic.),3448
20864,Elsternwick,3185
20865,Eltham (Vic.),3095
20866,Eltham North,3095
20867,Elwood,3184
20868,Emerald (Vic.),3782
20869,Emu,3475
20870,Emu Creek (Vic.),3551
20871,Endeavour Hills,3802
20872,Enfield (Vic.),3352
20873,Englefield,3407
20874,Enochs Point,3723
20875,Ensay,3895
20876,Ensay North,3895
20877,Eppalock,3551
20878,Epping (Vic.),3076
20879,Epsom (Vic.),3551
20880,Ercildoune,3352
20881,Erica,3825
20882,Errinundra,3889
20883,Eskdale (Vic.),3701
20884,Esmond,3730
20885,Essendon,3040
20886,Essendon Fields,3041
20887,Essendon North,3041
20888,Essendon West,3040
20889,Eumemmerring,3177
20890,Eurack,3251
20891,Eureka (Vic.),3350
20892,Euroa,3666
20893,Eurobin,3739
20894,Evansford,3371
20895,Eversley,3377
20896,Everton,3678
20897,Everton Upper,3678
20898,Exford,3338
20899,Eynesbury,3338
20900,Fairbank,3951
20901,Fairfield (Vic.),3078
20902,Fairhaven,3231
20903,Fairley,3579
20904,Fairy Dell (Campaspe - Vic.),3561
20905,Fairy Dell (East Gippsland - Vic.),3875
20906,Falls Creek (Vic.),3699
20907,Faraday,3451
20908,Fawcett,3714
20909,Fawkner,3060
20910,Fentons Creek,3518
20911,Ferguson (Vic.),3237
20912,Fern Hill,3458
20913,Fernbank,3864
20914,Ferndale (Vic.),3821
20915,Fernihurst,3518
20916,Fernshaw,3778
20917,Ferntree Gully,3156
20918,Ferny Creek,3786
20919,Fiery Flat,3518
20920,Fingal (Vic.),3939
20921,Fish Creek,3959
20922,Fish Point,3585
20923,Fiskville,3342
20924,Fitzroy (Vic.),3065
20925,Fitzroy North,3068
20926,Flaggy Creek,3875
20927,Flagstaff,3465
20928,Flamingo Beach,3851
20929,Flemington,3031
20930,Flinders (Vic.),3929
20931,Flora Hill,3550
20932,Flowerdale (Vic.),3717
20933,Flynn (Vic.),3844
20934,Flynns Creek,3844
20935,Footscray,3011
20936,Forbes (Vic.),3764
20937,Forest Hill (Vic.),3131
20938,Forge Creek,3875
20939,Forrest (Vic.),3236
20940,Foster,3960
20941,Foster North,3960
20942,Fosterville,3557
20943,Foxhow,3323
20944,Framlingham,3265
20945,Framlingham East,3265
20946,Franklinford,3461
20947,Frankston,3199
20948,Frankston North,3200
20949,Frankston South,3199
20950,Fraser Rise,3336
20951,Freeburgh,3741
20952,French Island,3921
20953,Frenchmans,3384
20954,Freshwater Creek,3217
20955,Fryerstown,3451
20956,Fulham (Vic.),3851
20957,Fumina,3825
20958,Fumina South,3825
20959,Fyans Creek,3381
20960,Fyansford,3218
20961,Gaffneys Creek,3723
20962,Gainsborough,3822
20963,Gannawarra,3568
20964,Gapsted,3737
20965,Gardenvale,3185
20966,Garfield,3814
20967,Garfield North,3814
20968,Garibaldi,3352
20969,Garvoc,3265
20970,Gateway Island,3691
20971,Gatum,3407
20972,Gazette,3289
20973,Geelong,3220
20974,Geelong West,3218
20975,Gelantipy,3885
20976,Gellibrand,3239
20977,Gellibrand Lower,3237
20978,Gelliondale,3971
20979,Gembrook,3783
20980,Genoa,3891
20981,Gentle Annie,3833
20982,Georges Creek (Vic.),3700
20983,Gerahmin,3546
20984,Gerang Gerung,3418
20985,Gerangamete,3249
20986,Germania,3387
20987,Germantown (Vic.),3741
20988,Gerrigerrup,3289
20989,Gherang,3240
20990,Gheringhap,3331
20991,Ghin Ghin,3717
20992,Giffard,3851
20993,Giffard West,3851
20994,Gil Gil,3480
20995,Gilderoy,3797
20996,Gillieston,3616
20997,Gillum,3858
20998,Gipsy Point,3891
20999,Girgarre,3624
21000,Girgarre East,3616
21001,Gisborne,3437
21002,Gisborne South,3437
21003,Gladfield (Vic.),3575
21004,Gladstone Park,3043
21005,Gladysdale,3797
21006,Glen Alvie,3979
21007,Glen Creek,3691
21008,Glen Forbes,3990
21009,Glen Huntly,3163
21010,Glen Iris (Vic.),3146
21011,Glen Park,3352
21012,Glen Valley,3898
21013,Glen Waverley,3150
21014,Glen Wills,3898
21015,Glenaire,3238
21016,Glenaladale,3864
21017,Glenalbyn,3517
21018,Glenaroua,3764
21019,Glenbrae,3352
21020,Glenburn,3717
21021,Glendaruel,3363
21022,Glendonald,3364
21023,Glenfalloch,3858
21024,Glenfyne,3266
21025,Glengarry (Vic.),3854
21026,Glengarry North,3854
21027,Glengarry West,3854
21028,Glengower,3370
21029,Glenhope,3444
21030,Glenhope East,3522
21031,Glenisla,3314
21032,Glenlee (Vic.),3418
21033,Glenlofty,3469
21034,Glenlogie,3469
21035,Glenloth,3527
21036,Glenloth East,3527
21037,Glenluce,3451
21038,Glenlyon (Vic.),3461
21039,Glenmaggie,3858
21040,Glenmore (Vic.),3340
21041,Glenorchy (Vic.),3385
21042,Glenormiston North,3265
21043,Glenormiston South,3265
21044,Glenpatrick,3469
21045,Glenrowan,3675
21046,Glenrowan West,3675
21047,Glenroy (Vic.),3046
21048,Glenthompson,3293
21049,Glomar Beach,3851
21050,Gnarwarre,3221
21051,Gnotuk,3260
21052,Gobarup,3559
21053,Gobur,3719
21054,Golden Beach (Vic.),3851
